w_-3,w_-2,w_-1,w_0,w_1,w_2,w_3,cap_-3,cap_-2,cap_-1,cap_0,cap_1,cap_2,cap_3,label
then,there,'ll,be,fair,competition,.,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,VB
there,'ll,be,fair,competition,.,'',LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,JJ
'll,be,fair,competition,.,'',<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,<PAD>,NN
be,fair,competition,.,'',<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,MIXED,<PAD>,<PAD>,.
fair,competition,.,'',<PAD>,<PAD>,<PAD>,LOWER,LOWER,PUNCT,MIXED,<PAD>,<PAD>,<PAD>,''
<PAD>,<PAD>,<PAD>,in,a,telephone,interview,<PAD>,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,IN
<PAD>,<PAD>,in,a,telephone,interview,",",<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,PUNCT,DT
<PAD>,in,a,telephone,interview,",",robert,<PAD>,TITLE,LOWER,LOWER,LOWER,PUNCT,TITLE,NN
in,a,telephone,interview,",",robert,thomson,TITLE,LOWER,LOWER,LOWER,PUNCT,TITLE,TITLE,NN
a,telephone,interview,",",robert,thomson,",",LOWER,LOWER,LOWER,PUNCT,TITLE,TITLE,PUNCT,","
telephone,interview,",",robert,thomson,",",tci,LOWER,LOWER,PUNCT,TITLE,TITLE,PUNCT,UPPER,NNP
interview,",",robert,thomson,",",tci,senior,LOWER,PUNCT,TITLE,TITLE,PUNCT,UPPER,LOWER,NNP
",",robert,thomson,",",tci,senior,vice,PUNCT,TITLE,TITLE,PUNCT,UPPER,LOWER,LOWER,","
robert,thomson,",",tci,senior,vice,president,TITLE,TITLE,PUNCT,UPPER,LOWER,LOWER,LOWER,NNP
thomson,",",tci,senior,vice,president,",",TITLE,PUNCT,UPPER,LOWER,LOWER,LOWER,PUNCT,JJ
",",tci,senior,vice,president,",",said,PUNCT,UPPER,LOWER,LOWER,LOWER,PUNCT,LOWER,NN
tci,senior,vice,president,",",said,showtime,UPPER,LOWER,LOWER,LOWER,PUNCT,LOWER,TITLE,NN
senior,vice,president,",",said,showtime,'s,LOWER,LOWER,LOWER,PUNCT,LOWER,TITLE,LOWER,","
vice,president,",",said,showtime,'s,suit,LOWER,LOWER,PUNCT,LOWER,TITLE,LOWER,LOWER,VBD
president,",",said,showtime,'s,suit,against,LOWER,PUNCT,LOWER,TITLE,LOWER,LOWER,LOWER,NNP
",",said,showtime,'s,suit,against,hbo,PUNCT,LOWER,TITLE,LOWER,LOWER,LOWER,UPPER,POS
said,showtime,'s,suit,against,hbo,``,LOWER,TITLE,LOWER,LOWER,LOWER,UPPER,MIXED,NN
showtime,'s,suit,against,hbo,``,does,TITLE,LOWER,LOWER,LOWER,UPPER,MIXED,LOWER,IN
's,suit,against,hbo,``,does,n't,LOWER,LOWER,LOWER,UPPER,MIXED,LOWER,LOWER,NNP
suit,against,hbo,``,does,n't,involve,LOWER,LOWER,UPPER,MIXED,LOWER,LOWER,LOWER,``
against,hbo,``,does,n't,involve,us,LOWER,UPPER,MIXED,LOWER,LOWER,LOWER,LOWER,VBZ
hbo,``,does,n't,involve,us,",",UPPER,MIXED,LOWER,LOWER,LOWER,LOWER,PUNCT,RB
``,does,n't,involve,us,",",and,MIXED,LOWER,LOWER,LOWER,LOWER,PUNCT,LOWER,VB
does,n't,involve,us,",",and,nothing,LOWER,LOWER,LOWER,LOWER,PUNCT,LOWER,LOWER,PRP
n't,involve,us,",",and,nothing,we,LOWER,LOWER,LOWER,PUNCT,LOWER,LOWER,LOWER,","
involve,us,",",and,nothing,we,'re,LOWER,LOWER,PUNCT,LOWER,LOWER,LOWER,LOWER,CC
us,",",and,nothing,we,'re,doing,LOWER,PUNCT,LOWER,LOWER,LOWER,LOWER,LOWER,NN
",",and,nothing,we,'re,doing,here,PUNCT,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PRP
and,nothing,we,'re,doing,here,bears,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBP
nothing,we,'re,doing,here,bears,any,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBG
we,'re,doing,here,bears,any,relationship,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,RB
're,doing,here,bears,any,relationship,to,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBZ
doing,here,bears,any,relationship,to,that,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
here,bears,any,relationship,to,that,.,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,NN
bears,any,relationship,to,that,.,'',LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,TO
any,relationship,to,that,.,'',<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,<PAD>,DT
relationship,to,that,.,'',<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,MIXED,<PAD>,<PAD>,.
to,that,.,'',<PAD>,<PAD>,<PAD>,LOWER,LOWER,PUNCT,MIXED,<PAD>,<PAD>,<PAD>,''
<PAD>,<PAD>,<PAD>,treasury,securities,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,TITLE,<PAD>,<PAD>,NNP
<PAD>,<PAD>,treasury,securities,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,TITLE,<PAD>,<PAD>,<PAD>,NNPS
<PAD>,<PAD>,<PAD>,corning,inc.,posted,a,<PAD>,<PAD>,<PAD>,TITLE,TITLE,LOWER,LOWER,NNP
<PAD>,<PAD>,corning,inc.,posted,a,38,<PAD>,<PAD>,TITLE,TITLE,LOWER,LOWER,DIGIT,NNP
<PAD>,corning,inc.,posted,a,38,%,<PAD>,TITLE,TITLE,LOWER,LOWER,DIGIT,PUNCT,VBD
corning,inc.,posted,a,38,%,decline,TITLE,TITLE,LOWER,LOWER,DIGIT,PUNCT,LOWER,DT
inc.,posted,a,38,%,decline,in,TITLE,LOWER,LOWER,DIGIT,PUNCT,LOWER,LOWER,CD
posted,a,38,%,decline,in,third-quarter,LOWER,LOWER,DIGIT,PUNCT,LOWER,LOWER,LOWER,NN
a,38,%,decline,in,third-quarter,net,LOWER,DIGIT,PUNCT,LOWER,LOWER,LOWER,LOWER,NN
38,%,decline,in,third-quarter,net,income,DIGIT,PUNCT,LOWER,LOWER,LOWER,LOWER,LOWER,IN
%,decline,in,third-quarter,net,income,to,PUNCT,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
decline,in,third-quarter,net,income,to,$,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,JJ
in,third-quarter,net,income,to,$,76.5,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,NN
third-quarter,net,income,to,$,76.5,million,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,LOWER,TO
net,income,to,$,76.5,million,",",LOWER,LOWER,LOWER,PUNCT,MIXED,LOWER,PUNCT,$
income,to,$,76.5,million,",",or,LOWER,LOWER,PUNCT,MIXED,LOWER,PUNCT,LOWER,CD
to,$,76.5,million,",",or,80,LOWER,PUNCT,MIXED,LOWER,PUNCT,LOWER,DIGIT,CD
$,76.5,million,",",or,80,cents,PUNCT,MIXED,LOWER,PUNCT,LOWER,DIGIT,LOWER,","
76.5,million,",",or,80,cents,a,MIXED,LOWER,PUNCT,LOWER,DIGIT,LOWER,LOWER,CC
million,",",or,80,cents,a,share,LOWER,PUNCT,LOWER,DIGIT,LOWER,LOWER,LOWER,CD
",",or,80,cents,a,share,",",PUNCT,LOWER,DIGIT,LOWER,LOWER,LOWER,PUNCT,NNS
or,80,cents,a,share,",",from,LOWER,DIGIT,LOWER,LOWER,LOWER,PUNCT,LOWER,DT
80,cents,a,share,",",from,$,DIGIT,LOWER,LOWER,LOWER,PUNCT,LOWER,PUNCT,NN
cents,a,share,",",from,$,123.9,LOWER,LOWER,LOWER,PUNCT,LOWER,PUNCT,MIXED,","
a,share,",",from,$,123.9,million,LOWER,LOWER,PUNCT,LOWER,PUNCT,MIXED,LOWER,IN
share,",",from,$,123.9,million,",",LOWER,PUNCT,LOWER,PUNCT,MIXED,LOWER,PUNCT,$
",",from,$,123.9,million,",",or,PUNCT,LOWER,PUNCT,MIXED,LOWER,PUNCT,LOWER,CD
from,$,123.9,million,",",or,$,LOWER,PUNCT,MIXED,LOWER,PUNCT,LOWER,PUNCT,CD
$,123.9,million,",",or,$,1.37,PUNCT,MIXED,LOWER,PUNCT,LOWER,PUNCT,MIXED,","
123.9,million,",",or,$,1.37,a,MIXED,LOWER,PUNCT,LOWER,PUNCT,MIXED,LOWER,CC
million,",",or,$,1.37,a,share,LOWER,PUNCT,LOWER,PUNCT,MIXED,LOWER,LOWER,$
",",or,$,1.37,a,share,",",PUNCT,LOWER,PUNCT,MIXED,LOWER,LOWER,PUNCT,CD
or,$,1.37,a,share,",",a,LOWER,PUNCT,MIXED,LOWER,LOWER,PUNCT,LOWER,DT
$,1.37,a,share,",",a,year,PUNCT,MIXED,LOWER,LOWER,PUNCT,LOWER,LOWER,NN
1.37,a,share,",",a,year,earlier,MIXED,LOWER,LOWER,PUNCT,LOWER,LOWER,LOWER,","
a,share,",",a,year,earlier,.,LOWER,LOWER,PUNCT,LOWER,LOWER,LOWER,PUNCT,DT
share,",",a,year,earlier,.,<PAD>,LOWER,PUNCT,LOWER,LOWER,LOWER,PUNCT,<PAD>,NN
",",a,year,earlier,.,<PAD>,<PAD>,PUNCT,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,RBR
a,year,earlier,.,<PAD>,<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,142.3,%,of,the,<PAD>,<PAD>,<PAD>,MIXED,PUNCT,LOWER,LOWER,CD
<PAD>,<PAD>,142.3,%,of,the,1977,<PAD>,<PAD>,MIXED,PUNCT,LOWER,LOWER,DIGIT,NN
<PAD>,142.3,%,of,the,1977,average,<PAD>,MIXED,PUNCT,LOWER,LOWER,DIGIT,LOWER,IN
142.3,%,of,the,1977,average,.,MIXED,PUNCT,LOWER,LOWER,DIGIT,LOWER,PUNCT,DT
%,of,the,1977,average,.,<PAD>,PUNCT,LOWER,LOWER,DIGIT,LOWER,PUNCT,<PAD>,CD
of,the,1977,average,.,<PAD>,<PAD>,LOWER,LOWER,DIGIT,LOWER,PUNCT,<PAD>,<PAD>,JJ
the,1977,average,.,<PAD>,<PAD>,<PAD>,LOWER,DIGIT,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,``,it,is,important,<PAD>,<PAD>,<PAD>,MIXED,TITLE,LOWER,LOWER,``
<PAD>,<PAD>,``,it,is,important,to,<PAD>,<PAD>,MIXED,TITLE,LOWER,LOWER,LOWER,PRP
<PAD>,``,it,is,important,to,the,<PAD>,MIXED,TITLE,LOWER,LOWER,LOWER,LOWER,VBZ
``,it,is,important,to,the,cable,MIXED,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
it,is,important,to,the,cable,industry,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,TO
is,important,to,the,cable,industry,that,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
important,to,the,cable,industry,that,we,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NN
to,the,cable,industry,that,we,have,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NN
the,cable,industry,that,we,have,a,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,IN
cable,industry,that,we,have,a,vibrant,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PRP
industry,that,we,have,a,vibrant,and,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBP
that,we,have,a,vibrant,and,competitive,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
we,have,a,vibrant,and,competitive,pay-television,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
have,a,vibrant,and,competitive,pay-television,marketplace,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,CC
a,vibrant,and,competitive,pay-television,marketplace,",",LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,JJ
vibrant,and,competitive,pay-television,marketplace,",",'',LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,NN
and,competitive,pay-television,marketplace,",",'',mr.,LOWER,LOWER,LOWER,LOWER,PUNCT,MIXED,TITLE,NN
competitive,pay-television,marketplace,",",'',mr.,malone,LOWER,LOWER,LOWER,PUNCT,MIXED,TITLE,TITLE,","
pay-television,marketplace,",",'',mr.,malone,said,LOWER,LOWER,PUNCT,MIXED,TITLE,TITLE,LOWER,''
marketplace,",",'',mr.,malone,said,in,LOWER,PUNCT,MIXED,TITLE,TITLE,LOWER,LOWER,NNP
",",'',mr.,malone,said,in,a,PUNCT,MIXED,TITLE,TITLE,LOWER,LOWER,LOWER,NNP
'',mr.,malone,said,in,a,statement,MIXED,TITLE,TITLE,LOWER,LOWER,LOWER,LOWER,VBD
mr.,malone,said,in,a,statement,.,TITLE,TITLE,LOWER,LOWER,LOWER,LOWER,PUNCT,IN
malone,said,in,a,statement,.,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,DT
said,in,a,statement,.,<PAD>,<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,NN
in,a,statement,.,<PAD>,<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,freddie,mac,9,%,<PAD>,<PAD>,<PAD>,TITLE,TITLE,DIGIT,PUNCT,NNP
<PAD>,<PAD>,freddie,mac,9,%,securities,<PAD>,<PAD>,TITLE,TITLE,DIGIT,PUNCT,LOWER,NNP
<PAD>,freddie,mac,9,%,securities,were,<PAD>,TITLE,TITLE,DIGIT,PUNCT,LOWER,LOWER,CD
freddie,mac,9,%,securities,were,at,TITLE,TITLE,DIGIT,PUNCT,LOWER,LOWER,LOWER,NN
mac,9,%,securities,were,at,97,TITLE,DIGIT,PUNCT,LOWER,LOWER,LOWER,DIGIT,NNS
9,%,securities,were,at,97,5\/32,DIGIT,PUNCT,LOWER,LOWER,LOWER,DIGIT,MIXED,VBD
%,securities,were,at,97,5\/32,",",PUNCT,LOWER,LOWER,LOWER,DIGIT,MIXED,PUNCT,IN
securities,were,at,97,5\/32,",",down,LOWER,LOWER,LOWER,DIGIT,MIXED,PUNCT,LOWER,CD
were,at,97,5\/32,",",down,3\/32,LOWER,LOWER,DIGIT,MIXED,PUNCT,LOWER,MIXED,CD
at,97,5\/32,",",down,3\/32,.,LOWER,DIGIT,MIXED,PUNCT,LOWER,MIXED,PUNCT,","
97,5\/32,",",down,3\/32,.,<PAD>,DIGIT,MIXED,PUNCT,LOWER,MIXED,PUNCT,<PAD>,RB
5\/32,",",down,3\/32,.,<PAD>,<PAD>,MIXED,PUNCT,LOWER,MIXED,PUNCT,<PAD>,<PAD>,CD
",",down,3\/32,.,<PAD>,<PAD>,<PAD>,PUNCT,LOWER,MIXED,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,the,derivative,mortgage-backed,market,<PAD>,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,DT
<PAD>,<PAD>,the,derivative,mortgage-backed,market,revived,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,JJ
<PAD>,the,derivative,mortgage-backed,market,revived,after,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
the,derivative,mortgage-backed,market,revived,after,a,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NN
derivative,mortgage-backed,market,revived,after,a,brief,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBN
mortgage-backed,market,revived,after,a,brief,hiatus,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,IN
market,revived,after,a,brief,hiatus,as,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
revived,after,a,brief,hiatus,as,two,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
after,a,brief,hiatus,as,two,new,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NN
a,brief,hiatus,as,two,new,remics,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,IN
brief,hiatus,as,two,new,remics,totaling,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,CD
hiatus,as,two,new,remics,totaling,$,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,PUNCT,JJ
as,two,new,remics,totaling,$,850,LOWER,LOWER,LOWER,TITLE,LOWER,PUNCT,DIGIT,NNS
two,new,remics,totaling,$,850,million,LOWER,LOWER,TITLE,LOWER,PUNCT,DIGIT,LOWER,VBG
new,remics,totaling,$,850,million,were,LOWER,TITLE,LOWER,PUNCT,DIGIT,LOWER,LOWER,$
remics,totaling,$,850,million,were,offered,TITLE,LOWER,PUNCT,DIGIT,LOWER,LOWER,LOWER,CD
totaling,$,850,million,were,offered,and,LOWER,PUNCT,DIGIT,LOWER,LOWER,LOWER,LOWER,CD
$,850,million,were,offered,and,talk,PUNCT,DIGIT,LOWER,LOWER,LOWER,LOWER,LOWER,VBD
850,million,were,offered,and,talk,circulated,DIGIT,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBN
million,were,offered,and,talk,circulated,about,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,CC
were,offered,and,talk,circulated,about,two,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VB
offered,and,talk,circulated,about,two,more,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBD
and,talk,circulated,about,two,more,issues,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,IN
talk,circulated,about,two,more,issues,that,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,CD
circulated,about,two,more,issues,that,could,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,JJR
about,two,more,issues,that,could,be,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NNS
two,more,issues,that,could,be,priced,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,WDT
more,issues,that,could,be,priced,today,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,MD
issues,that,could,be,priced,today,.,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,VB
that,could,be,priced,today,.,<PAD>,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,VBN
could,be,priced,today,.,<PAD>,<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,NN
be,priced,today,.,<PAD>,<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,ge,capital,has,a,<PAD>,<PAD>,<PAD>,UPPER,TITLE,LOWER,LOWER,NNP
<PAD>,<PAD>,ge,capital,has,a,working,<PAD>,<PAD>,UPPER,TITLE,LOWER,LOWER,LOWER,NNP
<PAD>,ge,capital,has,a,working,relationship,<PAD>,UPPER,TITLE,LOWER,LOWER,LOWER,LOWER,VBZ
ge,capital,has,a,working,relationship,with,UPPER,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,DT
capital,has,a,working,relationship,with,l.j.,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,UPPER,VBG
has,a,working,relationship,with,l.j.,hooker,LOWER,LOWER,LOWER,LOWER,LOWER,UPPER,TITLE,NN
a,working,relationship,with,l.j.,hooker,.,LOWER,LOWER,LOWER,LOWER,UPPER,TITLE,PUNCT,IN
working,relationship,with,l.j.,hooker,.,<PAD>,LOWER,LOWER,LOWER,UPPER,TITLE,PUNCT,<PAD>,NNP
relationship,with,l.j.,hooker,.,<PAD>,<PAD>,LOWER,LOWER,UPPER,TITLE,PUNCT,<PAD>,<PAD>,NNP
with,l.j.,hooker,.,<PAD>,<PAD>,<PAD>,LOWER,UPPER,TITLE,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,about,"20,000",years,ago,<PAD>,<PAD>,<PAD>,TITLE,MIXED,LOWER,LOWER,IN
<PAD>,<PAD>,about,"20,000",years,ago,the,<PAD>,<PAD>,TITLE,MIXED,LOWER,LOWER,LOWER,CD
<PAD>,about,"20,000",years,ago,the,last,<PAD>,TITLE,MIXED,LOWER,LOWER,LOWER,LOWER,NNS
about,"20,000",years,ago,the,last,ice,TITLE,MIXED,LOWER,LOWER,LOWER,LOWER,LOWER,RB
"20,000",years,ago,the,last,ice,age,MIXED,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
years,ago,the,last,ice,age,ended,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,JJ
ago,the,last,ice,age,ended,.,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,NN
the,last,ice,age,ended,.,<PAD>,LOWER,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,NN
last,ice,age,ended,.,<PAD>,<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,VBD
ice,age,ended,.,<PAD>,<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,the,u.s.,commerce,department,<PAD>,<PAD>,<PAD>,TITLE,UPPER,TITLE,TITLE,DT
<PAD>,<PAD>,the,u.s.,commerce,department,reported,<PAD>,<PAD>,TITLE,UPPER,TITLE,TITLE,LOWER,NNP
<PAD>,the,u.s.,commerce,department,reported,a,<PAD>,TITLE,UPPER,TITLE,TITLE,LOWER,LOWER,NNP
the,u.s.,commerce,department,reported,a,$,TITLE,UPPER,TITLE,TITLE,LOWER,LOWER,PUNCT,NNP
u.s.,commerce,department,reported,a,$,10.77,UPPER,TITLE,TITLE,LOWER,LOWER,PUNCT,MIXED,VBD
commerce,department,reported,a,$,10.77,billion,TITLE,TITLE,LOWER,LOWER,PUNCT,MIXED,LOWER,DT
department,reported,a,$,10.77,billion,deficit,TITLE,LOWER,LOWER,PUNCT,MIXED,LOWER,LOWER,$
reported,a,$,10.77,billion,deficit,in,LOWER,LOWER,PUNCT,MIXED,LOWER,LOWER,LOWER,CD
a,$,10.77,billion,deficit,in,august,LOWER,PUNCT,MIXED,LOWER,LOWER,LOWER,TITLE,CD
$,10.77,billion,deficit,in,august,",",PUNCT,MIXED,LOWER,LOWER,LOWER,TITLE,PUNCT,NN
10.77,billion,deficit,in,august,",",compared,MIXED,LOWER,LOWER,LOWER,TITLE,PUNCT,LOWER,IN
billion,deficit,in,august,",",compared,with,LOWER,LOWER,LOWER,TITLE,PUNCT,LOWER,LOWER,NNP
deficit,in,august,",",compared,with,a,LOWER,LOWER,TITLE,PUNCT,LOWER,LOWER,LOWER,","
in,august,",",compared,with,a,revised,LOWER,TITLE,PUNCT,LOWER,LOWER,LOWER,LOWER,VBN
august,",",compared,with,a,revised,july,TITLE,PUNCT,LOWER,LOWER,LOWER,LOWER,TITLE,IN
",",compared,with,a,revised,july,deficit,PUNCT,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,DT
compared,with,a,revised,july,deficit,of,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,LOWER,VBN
with,a,revised,july,deficit,of,$,LOWER,LOWER,LOWER,TITLE,LOWER,LOWER,PUNCT,NNP
a,revised,july,deficit,of,$,8.24,LOWER,LOWER,TITLE,LOWER,LOWER,PUNCT,MIXED,NN
revised,july,deficit,of,$,8.24,billion,LOWER,TITLE,LOWER,LOWER,PUNCT,MIXED,LOWER,IN
july,deficit,of,$,8.24,billion,.,TITLE,LOWER,LOWER,PUNCT,MIXED,LOWER,PUNCT,$
deficit,of,$,8.24,billion,.,<PAD>,LOWER,LOWER,PUNCT,MIXED,LOWER,PUNCT,<PAD>,CD
of,$,8.24,billion,.,<PAD>,<PAD>,LOWER,PUNCT,MIXED,LOWER,PUNCT,<PAD>,<PAD>,CD
$,8.24,billion,.,<PAD>,<PAD>,<PAD>,PUNCT,MIXED,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,thus,far,there,is,<PAD>,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,RB
<PAD>,<PAD>,thus,far,there,is,no,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,RB
<PAD>,thus,far,there,is,no,indication,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,EX
thus,far,there,is,no,indication,that,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBZ
far,there,is,no,indication,that,they,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,DT
there,is,no,indication,that,they,have,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,NN
is,no,indication,that,they,have,been,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,IN
no,indication,that,they,have,been,re-supplied,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,PRP
indication,that,they,have,been,re-supplied,with,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBP
that,they,have,been,re-supplied,with,stingers,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,VBN
they,have,been,re-supplied,with,stingers,or,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,VBN
have,been,re-supplied,with,stingers,or,other,LOWER,LOWER,LOWER,LOWER,TITLE,LOWER,LOWER,IN
been,re-supplied,with,stingers,or,other,anti-aircraft,LOWER,LOWER,LOWER,TITLE,LOWER,LOWER,LOWER,NNPS
re-supplied,with,stingers,or,other,anti-aircraft,weapons,LOWER,LOWER,TITLE,LOWER,LOWER,LOWER,LOWER,CC
with,stingers,or,other,anti-aircraft,weapons,.,LOWER,TITLE,LOWER,LOWER,LOWER,LOWER,PUNCT,JJ
stingers,or,other,anti-aircraft,weapons,.,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,JJ
or,other,anti-aircraft,weapons,.,<PAD>,<PAD>,LOWER,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,NNS
other,anti-aircraft,weapons,.,<PAD>,<PAD>,<PAD>,LOWER,LOWER,LOWER,PUNCT,<PAD>,<PAD>,<PAD>,.
<PAD>,<PAD>,<PAD>,the,agreement,also,includes,<PAD>,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,DT
<PAD>,<PAD>,the,agreement,also,includes,the,<PAD>,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,NN
<PAD>,the,agreement,also,includes,the,purchase,<PAD>,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,RB
the,agreement,also,includes,the,purchase,of,TITLE,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,VBZ
agreement,also,includes,the,purchase,of,cross,LOWER,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,DT
also,includes,the,purchase,of,cross,&,LOWER,LOWER,LOWER,LOWER,LOWER,TITLE,PUNCT,NN
includes,the,purchase,of,cross,&,trecker,LOWER,LOWER,LOWER,LOWER,TITLE,PUNCT,TITLE,IN
the,purchase,of,cross,&,trecker,'s,LOWER,LOWER,LOWER,TITLE,PUNCT,TITLE,LOWER,NNP
